file,directory,date_logged,log_name,contractor,data_type,log_service,log_activity,log_type,log_job,log_run,log_pass,casing_size_manual,section_size,station_number,station_depth,mfc_correction,interpretation_number,date_stamp
RM_stetho_Run6_Test8_RMLAS_FRID-40544.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:13:27
RM_stetho_Run6_Test8_RMLAS_PvsT-40545.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:14:32
RM_stetho_Run6_Test8_RMLAS_PvsT_portrait-40546.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:15:47
RM_stetho_Run6_Test8_RMLAS_Radial-40547.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:16:54
RM_stetho_Run6_Test8_RMLAS_Spherical-40548.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:18:05
RM_stetho_Run6_Test9_RMLAS_FRID-40549.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:19:12
RM_stetho_Run6_Test9_RMLAS_PvsT-40550.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:20:21
RM_stetho_Run6_Test9_RMLAS_PvsT_portrait-40551.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:22:00
RM_stetho_Run6_Test9_RMLAS_Radial-40552.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:23:01
RM_stetho_Run6_Test9_RMLAS_Spherical-40553.emf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:24:12
Statoil_Statfjord_33_9-A-38_C_6inFPWD_RM_report-40507.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:10:35:18
StethoScope_Appendix-40564.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:12:39:15
WL_RAW_BHPR-GR-MECH_TIME_MWD_PLOT_3-40503.Pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:10:31:43
WL_RAW_CALI-DEN-GR-NEU-REMP_MD_MWD_PLOT_3-40504.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:10:32:44
WL_RAW_CALI-DEN-GR-NEU-REMP_MD_MWD_PLOT_4-40505.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:10:33:31
WL_RAW_CALI-DEN-GR-NEU-REMP_TVD_MWD_PLOT_2-40506.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/03,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,6,6,6,,,,,,,2015/08/20:10:34:15
A38C_5inch_cement_liner-40595.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:09:18
A38C_5inch_liner_run_plot-40596.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:10:24
A38C_7inch_cement_liner-40584.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:54:54
A38C_7inch_liner_run_plot-40585.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:56:12
A38C_9_5.8_cement_casing-40589.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:01:14
A38C_9_5.8_CSG_run_plot-40590.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:03:18
A38_C_6_Pump_SPP-40592.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:05:52
A38_C_8.5_Pump_SPP-40581.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:52:02
A38_C_composite_12.25-40586.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:57:17
A38_C_composite_6-40593.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:07:00
A38_C_composite_8.5-40582.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:53:10
A38_C_Pump_and_Pressure_plot_12.25.section-40587.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:58:20
A38_C_Torque_plot_12.25.section-40588.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:59:22
A38_C_Torque_plot_6.section-40594.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:08:15
A38_C_Torque_plot_8.5.section-40583.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:54:06
Drilling_Parameter_DPL_A-38C-40578.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:48:42
FIT_at_1565m-40591.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:04:29
FIT_at_3465m-40597.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:11:39
Formation_Evaluation_FEL_A-38C-40579.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:49:47
FWR_33_9-A-38c_use-40573.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:42:07
MUD_LOG_1-40577.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:47:24
Pressure_Evaluation_PEL_A-38C-40580.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:12:50:54
Roadmap_A-38_C_12.25in_Section_FWR-40600.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:13:48
Roadmap_A-38_C_6in_Section_FWR-40598.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:12:24
Roadmap_A-38_C_8.5in_Section_FWR-40599.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2015/08/12,AUTOMATIC,OTHER,RAW,MUDLOG,DRILLING,FINAL,1,1,1,,,,,,,2015/08/20:13:13:06
SFA38-C_MemoryMITCaliper40f_Field_report-64640.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_9_A_38_C,2016/04/03,AUTOMATIC,DEEPWELL,RAW,CH_WIRELINE,UPLOG,SHUT-IN_1,1,1,1,,,,,,,2016/04/18:08:47:26
WL_RAW_BHPR-GR-MECH_TIME_MWD_PLOT_2-43244.Pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/22,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,2,2,2,,,,,,,2015/09/18:07:57:12
WL_RAW_GR-PRES-REMP_MWD_1-43246.pds,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/22,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,2,2,2,,,,,,,2015/09/18:07:58:03
WL_RAW_GR-REMP_MD_MWD_PLOT_1-43241.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/22,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,2,2,2,,,,,,,2015/09/18:07:55:06
WL_RAW_GR-REMP_MD_MWD_PLOT_2-43242.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/22,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,2,2,2,,,,,,,2015/09/18:07:55:49
WL_RAW_GR-REMP_TVD_MWD_PLOT_1-43245.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/22,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,2,2,2,,,,,,,2015/09/18:07:57:37
WL_RAW_BHPR-GR-MECH_TIME_MWD_PLOT_1-43216.Pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/12,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,1,1,1,,,,,,,2015/09/18:07:38:30
WL_RAW_GR_MD_MWD_PLOT_1-43214.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/12,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,1,1,1,,,,,,,2015/09/18:07:37:28
WL_RAW_GR_MD_MWD_PLOT_2-43215.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/12,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,1,1,1,,,,,,,2015/09/18:07:38:02
WL_RAW_GR_MWD_1-43212.pds,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/12,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,1,1,1,,,,,,,2015/09/18:07:36:10
WL_RAW_GR_TVD_MWD_PLOT_1-43217.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/12,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,1,1,1,,,,,,,2015/09/18:07:38:59
WL_RAW_BHPR-GR-MECH_TIME_MWD_PLOT_3-43199.Pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/26,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,3,3,3,,,,,,,2015/09/18:07:26:52
WL_RAW_CALI-DEN-GR-NEU-PRES-REMP_MWD_1-43202.pds,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/26,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,3,3,3,,,,,,,2015/09/18:07:32:29
WL_RAW_CALI-DEN-GR-NEU-REMP_MD_MWD_PLOT_2-43197.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/26,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,3,3,3,,,,,,,2015/09/18:07:25:12
WL_RAW_CALI-DEN-GR-NEU-REMP_TVD_MWD_PLOT_1-43201.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/26,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,3,3,3,,,,,,,2015/09/18:07:32:04
WL_RAW_CALI-DEN-GR-NEU-REMP_MD_MWD_PLOT_1-43203.PDF,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/08/26,AUTOMATIC,SCHLUMBERGER,RAW,MWD/LWD,DRILLING,FINAL,3,3,3,,,,,,,2015/09/18:07:32:54
13_3-8in_Casing_Cementing_Plot-47696.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:19:06
13_3-8in_Casing_Run_Plot-47701.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:23:12
9_5-8in_Casing_Run_Plot-47688.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:11:15
cement9_58in_csg-47689.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:12:12
composite_12.25in_NO_33_12-B-19_B-47702.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:24:20
composite_17.5in_NO_33_12-B-19_B-47704.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:26:35
composite_8.5in_NO_33_12-B-19_B-47690.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:13:12
DPL-47695.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:18:04
FEL-47703.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:25:26
FIT_1644M-47708.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:29:23
FIT_3005M-47707.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:28:48
FIT_650M-47687.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:10:15
FWR-33_12-B-19_B-47705.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:27:37
Gas_Ratio_Plot-47698.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:20:45
MUD_LOG_1-47706.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:28:11
PEL-47692.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:15:01
pump_vs_spp12.25in_NO_33_12-B-19_B-47685.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:07:22
pump_vs_spp17.5in_NO_33_12-B-19_B-47693.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:16:00
pump_vs_spp8.5in_NO_33_12-B-19_B-47691.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:14:05
torque_12.25in_NO_33_12-B-19_B-47700.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:22:15
torque_17.5in_NO_33_12-B-19_B-47699.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:21:19
torque_8.5in_NO_33_12-B-19_B-47697.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_19_B,2015/10/25,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/30:15:20:11
6x7_Drill_Trip_Torque-46218.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:25:43
6x7_Drill_Trip_Darg-46192.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:10:55:47
6x7_Mud_Use-46211.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:17:22
6x7_Pressure_Flow-46209.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:15:14
7in_Liner_Cementing_Plot-46200.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:05:39
7in_Liner_Cementing_Plot2-46224.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:33:00
7in_Liner_Run_Plot-46220.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:28:10
9_5-8in_Casing_Cementing_Plot-46208.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:14:11
9_5-8in_Casing_Run_Plot-46198.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:03:37
B-10_B_ROADMAP_8.5_in_section-46206.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:11:58
B-10_B_ROADMAP_8.5_in_section_PRESSURE-46212.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:18:34
B-10_B_ROADMAP_8.5_in_section_MUD_vs_DEPTH-46217.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:24:33
B-10_B_ROADMAP_8.5_in_section_DRlL-TRIP-DRAG-46219.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:26:51
B-10_B_ROADMAP_8.5_in_sectionMUD_vs_TIME-46221.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:29:56
B-10_B_ROADMAP_8.5_in_section_DRlL-TRIP-TORQUE-46227.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:36:17
COMPOSITE_12.25in_Section-46225.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:35:05
COMPOSITE_6x7in_Section-46204.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:09:45
COMPOSITE_8.5in_Section-46214.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:20:56
DPL_LOG-46199.pdf,/project/recall/prod/arc/norway_a/films/STATFJORD/NO_33_12_B_10_B,2015/10/15,AUTOMATIC,GEOSERVICES,RAW,MUDLOG,DRILLING,PRELIMINARY,1,1,1,,,,,,,2015/10/19:11:04:35
